"Drug","Pathway","Start","End","Type","Strength"
"gefitinib","RAS/MAPK","CNA_RPS6KA1","mRNA_RAF1","dir",0.0612
"gefitinib","RAS/MAPK","CNA_RPS6KA1","mRNA_MAP2K1","dir",0.1131
"gefitinib","RAS/MAPK","CNA_RPS6KA1","mRNA_JUN","dir",0.0533
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_ARAF","dir",0.0518
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_JUN","dir",0.029
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_RAF1","dir",0.0509
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_MAPK1","dir",0.0278
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_MAPK8","dir",0.029
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_MAP2K1","dir",0.033
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_MAPK14","dir",0.039
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_RPS6KA1","dir",0.0735
"gefitinib","RAS/MAPK","CNA_RPS6KA1","RPPA_YBX1","dir",0.0665
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_YBX1","dir",0.9885
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_ARAF","dir",0.0332
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_MAPK1","dir",0.028
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_MAPK3","dir",0.0388
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_MAPK8","dir",0.095
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_MAPK14","dir",0.0421
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_RPS6KA1","dir",0.0317
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_RAF1","dir",0.0736
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_MAP2K1","dir",0.023
"gefitinib","RAS/MAPK","CNA_YBX1","mRNA_JUN","dir",0.0467
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_ARAF","dir",0.0707
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_JUN","dir",0.027
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_RAF1","dir",0.0552
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_MAPK1","dir",0.0222
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_MAPK8","dir",0.0314
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_MAP2K1","dir",0.044
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_MAPK14","dir",0.0329
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_RPS6KA1","dir",0.0367
"gefitinib","RAS/MAPK","CNA_YBX1","RPPA_YBX1","dir",0.0348
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_YBX1","dir",0.2278
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_ARAF","dir",0.0301
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_MAPK1","dir",0.0293
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_MAPK3","dir",0.0467
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_MAPK8","dir",0.0708
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_MAPK14","dir",0.0346
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_RPS6KA1","dir",0.0394
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_RAF1","dir",0.0547
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_MAP2K1","dir",0.0328
"gefitinib","RAS/MAPK","CNA_JUN","mRNA_JUN","dir",0.1683
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_ARAF","dir",0.0727
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_JUN","dir",0.0238
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_RAF1","dir",0.0321
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_MAPK1","dir",0.024
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_MAPK8","dir",0.0319
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_MAP2K1","dir",0.0298
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_MAPK14","dir",0.0333
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_RPS6KA1","dir",0.1692
"gefitinib","RAS/MAPK","CNA_JUN","RPPA_YBX1","dir",0.0352
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_YBX1","dir",0.0378
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_ARAF","dir",0.1275
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_MAPK1","dir",0.0264
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_MAPK3","dir",0.0655
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_MAPK8","dir",0.8619
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_MAPK14","dir",0.0541
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_RPS6KA1","dir",0.0364
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_RAF1","dir",0.1076
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_MAP2K1","dir",0.0373
"gefitinib","RAS/MAPK","CNA_MAPK8","mRNA_JUN","dir",0.0896
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_ARAF","dir",0.0359
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_JUN","dir",0.0263
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_RAF1","dir",0.0613
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_MAPK1","dir",0.0363
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_MAPK8","dir",0.0313
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_MAP2K1","dir",0.0212
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_MAPK14","dir",0.0357
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_RPS6KA1","dir",0.5483
"gefitinib","RAS/MAPK","CNA_MAPK8","RPPA_YBX1","dir",0.0522
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_YBX1","dir",0.0293
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_ARAF","dir",0.0498
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_MAPK1","dir",0.0211
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_MAPK3","dir",0.0357
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_MAPK8","dir",0.0687
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_MAPK14","dir",0.0339
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_RPS6KA1","dir",0.145
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_RAF1","dir",0.0355
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_MAP2K1","dir",0.9776
"gefitinib","RAS/MAPK","CNA_MAP2K1","mRNA_JUN","dir",0.113
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_ARAF","dir",0.0616
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_JUN","dir",0.068
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_RAF1","dir",0.0505
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_MAPK1","dir",0.0178
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_MAPK8","dir",0.0288
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_MAP2K1","dir",0.0413
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_MAPK14","dir",0.038
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_RPS6KA1","dir",0.1123
"gefitinib","RAS/MAPK","CNA_MAP2K1","RPPA_YBX1","dir",0.0535
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_YBX1","dir",0.047
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_ARAF","dir",0.0214
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_MAPK1","dir",0.0213
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_MAPK3","dir",0.9376
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_MAPK8","dir",0.0305
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_MAPK14","dir",0.0413
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_RPS6KA1","dir",0.0455
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_RAF1","dir",0.0307
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_MAP2K1","dir",0.0355
"gefitinib","RAS/MAPK","CNA_MAPK3","mRNA_JUN","dir",0.0538
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_ARAF","dir",0.0827
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_JUN","dir",0.0566
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_RAF1","dir",0.0489
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_MAPK1","dir",0.0254
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_MAPK8","dir",0.0381
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_MAP2K1","dir",0.0276
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_MAPK14","dir",0.0474
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_RPS6KA1","dir",0.0386
"gefitinib","RAS/MAPK","CNA_MAPK3","RPPA_YBX1","dir",0.0404
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_YBX1","dir",0.0786
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_ARAF","dir",0.0243
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_MAPK1","dir",0.9972
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_MAPK3","dir",0.1074
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_MAPK8","dir",0.0363
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_MAPK14","dir",0.0239
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_RPS6KA1","dir",0.028
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_RAF1","dir",0.0307
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_MAP2K1","dir",0.0321
"gefitinib","RAS/MAPK","CNA_MAPK1","mRNA_JUN","dir",0.0402
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_ARAF","dir",0.0354
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_JUN","dir",0.0338
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_RAF1","dir",0.0324
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_MAPK1","dir",0.0936
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_MAPK8","dir",0.0818
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_MAP2K1","dir",0.025
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_MAPK14","dir",0.0325
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_RPS6KA1","dir",0.0367
"gefitinib","RAS/MAPK","CNA_MAPK1","RPPA_YBX1","dir",0.2195
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_YBX1","dir",0.2559
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_ARAF","dir",0.0264
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_MAPK1","dir",0.0308
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_MAPK3","dir",0.2821
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_MAPK8","dir",0.0363
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_MAPK14","dir",0.0373
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_RPS6KA1","dir",0.4798
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_RAF1","dir",0.9888
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_MAP2K1","dir",0.0441
"gefitinib","RAS/MAPK","CNA_RAF1","mRNA_JUN","dir",0.1142
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_ARAF","dir",0.0298
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_JUN","dir",0.0441
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_RAF1","dir",0.1295
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_MAPK1","dir",0.0209
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_MAPK8","dir",0.0265
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_MAP2K1","dir",0.0241
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_MAPK14","dir",0.025
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_RPS6KA1","dir",0.0342
"gefitinib","RAS/MAPK","CNA_RAF1","RPPA_YBX1","dir",0.0509
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_YBX1","dir",0.0289
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_ARAF","dir",0.0267
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_MAPK1","dir",0.0337
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_MAPK3","dir",0.0439
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_MAPK8","dir",0.1097
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_MAPK14","dir",0.9838
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_RPS6KA1","dir",0.2015
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_RAF1","dir",0.0574
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_MAP2K1","dir",0.041
"gefitinib","RAS/MAPK","CNA_MAPK14","mRNA_JUN","dir",0.0381
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_ARAF","dir",0.0671
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_JUN","dir",0.0346
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_RAF1","dir",0.0381
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_MAPK1","dir",0.0203
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_MAPK8","dir",0.0358
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_MAP2K1","dir",0.0234
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_MAPK14","dir",0.0399
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_RPS6KA1","dir",0.1033
"gefitinib","RAS/MAPK","CNA_MAPK14","RPPA_YBX1","dir",0.0384
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_YBX1","dir",0.0621
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_ARAF","dir",0.9946
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_MAPK1","dir",0.0277
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_MAPK3","dir",0.0425
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_MAPK8","dir",0.0337
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_MAPK14","dir",0.0315
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_RPS6KA1","dir",0.0455
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_RAF1","dir",0.0342
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_MAP2K1","dir",0.0447
"gefitinib","RAS/MAPK","CNA_ARAF","mRNA_JUN","dir",0.0364
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_ARAF","dir",0.051
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_JUN","dir",0.0243
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_RAF1","dir",0.0425
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_MAPK1","dir",0.046
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_MAPK8","dir",0.045
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_MAP2K1","dir",0.0353
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_MAPK14","dir",0.0312
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_RPS6KA1","dir",0.0375
"gefitinib","RAS/MAPK","CNA_ARAF","RPPA_YBX1","dir",0.2803
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_ARAF","dir",0.4236
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_JUN","dir",0.0817
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_RAF1","dir",0.1103
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_MAPK1","dir",0.0276
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_MAPK8","dir",0.1058
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_MAP2K1","dir",0.0263
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_MAPK14","dir",0.0437
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_RPS6KA1","dir",0.0902
"gefitinib","RAS/MAPK","mRNA_YBX1","RPPA_YBX1","dir",0.0377
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_ARAF","dir",0.0346
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_JUN","dir",0.0298
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_RAF1","dir",0.0351
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_MAPK1","dir",0.0173
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_MAPK8","dir",0.2728
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_MAP2K1","dir",0.0248
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_MAPK14","dir",0.0284
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_RPS6KA1","dir",0.0575
"gefitinib","RAS/MAPK","mRNA_ARAF","RPPA_YBX1","dir",0.042
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_ARAF","dir",0.0401
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_JUN","dir",0.0241
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_RAF1","dir",0.0444
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_MAPK1","dir",0.9709
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_MAPK8","dir",0.9336
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_MAP2K1","dir",0.0229
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_MAPK14","dir",0.0476
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_RPS6KA1","dir",0.0416
"gefitinib","RAS/MAPK","mRNA_MAPK1","RPPA_YBX1","dir",0.0724
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_ARAF","dir",0.0518
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_JUN","dir",0.2104
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_RAF1","dir",0.0472
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_MAPK1","dir",0.0223
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_MAPK8","dir",0.0529
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_MAP2K1","dir",0.0244
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_MAPK14","dir",0.0282
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_RPS6KA1","dir",0.0374
"gefitinib","RAS/MAPK","mRNA_MAPK3","RPPA_YBX1","dir",0.0385
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_ARAF","dir",0.0529
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_JUN","dir",0.1262
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_RAF1","dir",0.0424
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_MAPK1","dir",0.021
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_MAPK8","dir",0.0505
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_MAP2K1","dir",0.018
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_MAPK14","dir",0.0506
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_RPS6KA1","dir",0.0387
"gefitinib","RAS/MAPK","mRNA_MAPK8","RPPA_YBX1","dir",0.0328
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_ARAF","dir",0.0463
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_JUN","dir",0.0334
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_RAF1","dir",0.0431
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_MAPK1","dir",0.0479
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_MAPK8","dir",0.067
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_MAP2K1","dir",0.0253
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_MAPK14","dir",0.0838
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_RPS6KA1","dir",0.1365
"gefitinib","RAS/MAPK","mRNA_MAPK14","RPPA_YBX1","dir",0.0804
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_ARAF","dir",0.1453
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_JUN","dir",0.1254
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_RAF1","dir",0.347
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_MAPK1","dir",0.0317
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_MAPK8","dir",0.0305
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_MAP2K1","dir",0.0413
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_MAPK14","dir",0.0445
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_RPS6KA1","dir",0.9987
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","RPPA_YBX1","dir",0.0503
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_ARAF","dir",0.0609
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_JUN","dir",0.0261
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_RAF1","dir",0.8957
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_MAPK1","dir",0.0338
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_MAPK8","dir",0.043
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_MAP2K1","dir",0.0324
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_MAPK14","dir",0.0363
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_RPS6KA1","dir",0.032
"gefitinib","RAS/MAPK","mRNA_RAF1","RPPA_YBX1","dir",0.0577
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_ARAF","dir",0.0718
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_JUN","dir",0.0398
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_RAF1","dir",0.0781
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_MAPK1","dir",0.0336
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_MAPK8","dir",0.0301
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_MAP2K1","dir",0.9938
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_MAPK14","dir",0.04
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_RPS6KA1","dir",0.3653
"gefitinib","RAS/MAPK","mRNA_MAP2K1","RPPA_YBX1","dir",0.0547
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_ARAF","dir",0.0888
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_JUN","dir",0.9691
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_RAF1","dir",0.0376
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_MAPK1","dir",0.0166
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_MAPK8","dir",0.0434
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_MAP2K1","dir",0.0286
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_MAPK14","dir",0.1001
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_RPS6KA1","dir",0.0901
"gefitinib","RAS/MAPK","mRNA_JUN","RPPA_YBX1","dir",0.1191
"gefitinib","RAS/MAPK","CNA_RPS6KA1","Drug_gefitinib","dir",0.0551
"gefitinib","RAS/MAPK","CNA_YBX1","Drug_gefitinib","dir",0.025
"gefitinib","RAS/MAPK","CNA_JUN","Drug_gefitinib","dir",0.041
"gefitinib","RAS/MAPK","CNA_MAPK8","Drug_gefitinib","dir",0.0289
"gefitinib","RAS/MAPK","CNA_MAP2K1","Drug_gefitinib","dir",0.0266
"gefitinib","RAS/MAPK","CNA_MAPK3","Drug_gefitinib","dir",0.0403
"gefitinib","RAS/MAPK","CNA_MAPK1","Drug_gefitinib","dir",0.0331
"gefitinib","RAS/MAPK","CNA_RAF1","Drug_gefitinib","dir",0.0689
"gefitinib","RAS/MAPK","CNA_MAPK14","Drug_gefitinib","dir",0.0512
"gefitinib","RAS/MAPK","CNA_ARAF","Drug_gefitinib","dir",0.0281
"gefitinib","RAS/MAPK","mRNA_YBX1","Drug_gefitinib","dir",0.0287
"gefitinib","RAS/MAPK","mRNA_ARAF","Drug_gefitinib","dir",0.0331
"gefitinib","RAS/MAPK","mRNA_MAPK1","Drug_gefitinib","dir",0.0316
"gefitinib","RAS/MAPK","mRNA_MAPK3","Drug_gefitinib","dir",0.0343
"gefitinib","RAS/MAPK","mRNA_MAPK8","Drug_gefitinib","dir",0.0253
"gefitinib","RAS/MAPK","mRNA_MAPK14","Drug_gefitinib","dir",0.0246
"gefitinib","RAS/MAPK","mRNA_RPS6KA1","Drug_gefitinib","dir",0.0805
"gefitinib","RAS/MAPK","mRNA_RAF1","Drug_gefitinib","dir",0.0441
"gefitinib","RAS/MAPK","mRNA_MAP2K1","Drug_gefitinib","dir",0.0292
"gefitinib","RAS/MAPK","mRNA_JUN","Drug_gefitinib","dir",0.0249
"gefitinib","RAS/MAPK","RPPA_ARAF","Drug_gefitinib","dir",0.0747
"gefitinib","RAS/MAPK","RPPA_JUN","Drug_gefitinib","dir",0.0216
"gefitinib","RAS/MAPK","RPPA_RAF1","Drug_gefitinib","dir",0.0296
"gefitinib","RAS/MAPK","RPPA_MAPK1","Drug_gefitinib","dir",0.023
"gefitinib","RAS/MAPK","RPPA_MAPK8","Drug_gefitinib","dir",0.0288
"gefitinib","RAS/MAPK","RPPA_MAP2K1","Drug_gefitinib","dir",0.054
"gefitinib","RAS/MAPK","RPPA_MAPK14","Drug_gefitinib","dir",0.0237
"gefitinib","RAS/MAPK","RPPA_RPS6KA1","Drug_gefitinib","dir",0.3077
"gefitinib","RAS/MAPK","RPPA_YBX1","Drug_gefitinib","dir",0.0874
"gefitinib","RTK","CNA_SHC1","CNA_ERBB3","und",1e-04
"gefitinib","RTK","CNA_SHC1","CNA_ERBB2","und",6e-04
"gefitinib","RTK","CNA_SHC1","CNA_SRC","und",8e-04
"gefitinib","RTK","CNA_SHC1","CNA_EGFR","und",2e-04
"gefitinib","RTK","CNA_ERBB3","CNA_ERBB2","und",0.0155
"gefitinib","RTK","CNA_ERBB3","CNA_SRC","und",0.0011
"gefitinib","RTK","CNA_ERBB3","CNA_EGFR","und",4e-04
"gefitinib","RTK","CNA_ERBB2","CNA_EGFR","und",1e-04
"gefitinib","RTK","mRNA_ERBB3","mRNA_ERBB2","und",0.9854
"gefitinib","RTK","mRNA_ERBB3","mRNA_EGFR","und",0.0458
"gefitinib","RTK","mRNA_ERBB3","mRNA_SHC1","und",0.7812
"gefitinib","RTK","mRNA_ERBB3","mRNA_SRC","und",0.048
